Frequency,EarTag,Point,FixLocation,Easting,Northing,Azimuth,Date,Time_O,Time,TimeCategory,Temp_C,Wind,Rain,Observer,Grid
150.111,A2084,2,Spruce,-53.98246,48.34985,11,2019-06-16,19:38:00,193800,Evening 1,11,10 S,Cloudy,GR,BL
150.111,A2084,3,Corner,-53.98381,48.35182,38,2019-06-16,19:25:00,192500,Evening 1,11,10 S,Cloudy,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,341,2019-06-17,5:22:00,52200,Morning 1,7,5 VR,Cloudy,GR,BL
150.111,A2084,2,Spruce,-53.98246,48.34985,45,2019-06-17,5:41:00,54100,Morning 1,7,5 VR,Cloudy,GR,BL
150.111,A2084,3,Corner,-53.98381,48.35182,51,2019-06-17,5:24:00,52400,Morning 1,7,5 VR,Cloudy,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,349.5,2019-06-18,19:29:00,192900,Evening 1,10,20 NW,Cloudy,GR,BL
150.111,A2084,2,Corner,-53.98381,48.35182,50.5,2019-06-18,19:30:00,193000,Evening 1,10,20 NW,Cloudy,IR,BL
150.111,A2084,3,Squirrel,-53.9848,48.35209,62,2019-06-18,19:52:00,195200,Evening 1,10,20 NW,Cloudy,IR,BL
150.111,A2084,1,Spruce,-53.98246,48.34985,0.5,2019-06-19,6:21:00,62100,Morning 2,6,10 W,Cloudy,GR,BL
150.111,A2084,2,Corner,-53.98381,48.35182,40,2019-06-19,6:06:00,60600,Morning 2,6,10 W,Cloudy,IR,BL
150.111,A2084,3,Squirrel,-53.9848,48.35209,61.5,2019-06-19,6:21:00,62100,Morning 2,6,10 W,Cloudy,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,322,2019-06-20,19:30:00,193000,Evening 1,13,10 NE,Partly Cloudy,GR,BL
150.111,A2084,2,Spruce,-53.98246,48.34985,340,2019-06-20,19:43:00,194300,Evening 1,13,10 NE,Partly Cloudy,GR,BL
150.111,A2084,3,Squirrel,-53.9848,48.35209,65.5,2019-06-20,19:48:00,194800,Evening 1,13,10 NE,Partly Cloudy,IR,BL
150.111,A2084,1,Spruce,-53.98246,48.34985,336.5,2019-06-21,18:17:00,181700,Evening 1,13,20 SE,Drizzling,GR,BL
150.111,A2084,2,Rock,-53.98146,48.34948,328,2019-06-21,18:22:00,182200,Evening 1,13,20 SE,Drizzling,GR,BL
150.111,A2084,3,Corner,-53.98381,48.35182,3,2019-06-21,18:02:00,180200,Evening 1,13,20 SE,Drizzling,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,4,2019-06-22,18:09:00,180900,Evening 1,14,20 SE,Drizzling,GR,BL
150.111,A2084,2,Spruce,-53.98246,48.34985,35,2019-06-22,18:21:00,182100,Evening 1,14,20 SE,Drizzling,GR,BL
150.111,A2084,3,Corner,-53.98381,48.35182,84,2019-06-22,18:15:00,181500,Evening 1,14,20 SE,Drizzling,IR,BL
150.111,A2084,1,Spruce,-53.98246,48.34985,22,2019-06-24,18:48:00,184800,Evening 1,11,20 SW,Partly Cloudy,GR,BL
150.111,A2084,2,Rock,-53.98146,48.34948,354,2019-06-24,19:02:00,190200,Evening 1,11,20 SW,Partly Cloudy,GR,BL
150.111,A2084,3,Flagging Tape,-53.98401,48.35032,76,2019-06-24,19:14:00,191400,Evening 1,11,20 SW,Partly Cloudy,GR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,338,2019-06-25,19:56:00,195600,Evening 2,14,15 VR,Cloudy,GR,BL
150.111,A2084,2,Spruce,-53.98246,48.34985,2.5,2019-06-25,20:02:00,200200,Evening 2,14,15 VR,Cloudy,GR,BL
150.111,A2084,3,Middle,-53.98392,48.35111,36,2019-06-25,20:09:00,200900,Evening 2,14,15 VR,Cloudy,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,15,2019-06-26,5:48:00,54800,Morning 2,8,10 VR,Partly Cloudy,GR,BL
150.111,A2084,2,Corner,-53.98381,48.35182,47,2019-06-26,5:49:00,54900,Morning 2,8,10 VR,Partly Cloudy,IR,BL
150.111,A2084,3,Squirrel,-53.9848,48.35209,53,2019-06-26,6:01:00,60100,Morning 2,8,10 VR,Partly Cloudy,IR,BL
150.111,A2084,1,Spruce,-53.98246,48.34985,325,2019-06-27,19:27:00,192700,Evening 1,15,9 NE,Partly Cloudy,GR,BL
150.111,A2084,2,Corner,-53.98381,48.35182,314.5,2019-06-27,19:14:00,191400,Evening 1,15,9 NE,Partly Cloudy,IR,BL
150.111,A2084,3,Top,-53.98657,48.35251,41,2019-06-27,19:38:00,193800,Evening 1,15,9 NE,Partly Cloudy,IR,BL
150.111,A2084,1,Corner,-53.98381,48.35182,62.5,2019-06-28,6:30:00,63000,Morning 3,5,2 NE,Clear,IR,BL
150.111,A2084,2,Middle,-53.98392,48.35111,56,2019-06-28,6:46:00,64600,Morning 3,5,2 NE,Clear,IR,BL
150.111,A2084,3,Squirrel,-53.9848,48.35209,67,2019-06-28,6:55:00,65500,Morning 3,5,2 NE,Clear,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,11,2019-07-10,6:52:00,65200,Morning 2,9,4 NW,Cloudy,GR,BL
150.111,A2084,2,Rock,-53.98146,48.34948,20,2019-07-10,7:09:00,70900,Morning 2,9,4 NW,Cloudy,GR,BL
150.111,A2084,3,Middle,-53.98392,48.35111,50,2019-07-10,7:24:00,72400,Morning 2,9,4 NW,Cloudy,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,357,2019-07-13,19:05:00,190500,Evening 3,18,14 SSW,Cloudy,GR,BL
150.111,A2084,2,Spruce,-53.98246,48.34985,28,2019-07-13,19:12:00,191200,Evening 3,18,14 SSW,Cloudy,GR,BL
150.111,A2084,3,Middle,-53.98392,48.35111,62,2019-07-13,19:21:00,192100,Evening 3,18,14 SSW,Cloudy,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,359,2019-07-22,18:47:00,184700,Evening 1,19,13 NW,Partly Cloudy,GR,BL
150.111,A2084,2,Corner,-53.98381,48.35182,59,2019-07-22,18:47:00,184700,Evening 1,19,13 NW,Partly Cloudy,IR,BL
150.111,A2084,3,Middle,-53.98392,48.35111,44,2019-07-22,18:58:00,185800,Evening 1,19,13 NW,Partly Cloudy,IR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,359,2019-07-29,19:05:00,190500,Evening 1,25,20 SW,Clear,GR,BL
150.111,A2084,2,Rock,-53.98146,48.34948,10,2019-07-29,19:26:00,192600,Evening 1,25,20 SW,Clear,GR,BL
150.111,A2084,3,Corner,-53.98381,48.35182,52.5,2019-07-29,19:15:00,191500,Evening 1,25,20 SW,Clear,IR,BL
150.111,A2084,1,Corner,-53.98381,48.35182,49,2019-08-26,18:19:00,181900,Evening 3,20,6 NE,Sunny,IR,BL
150.111,A2084,2,Middle,-53.98392,48.35111,42,2019-08-26,18:41:00,184100,Evening 3,20,6 NE,Sunny,IR,BL
150.111,A2084,3,Spruce,-53.98246,48.34985,23,2019-08-26,18:34:00,183400,Evening 3,20,6 NE,Sunny,GR,BL
150.111,A2084,1,Knoll,-53.98013,48.34954,323.5,2019-08-27,7:28:00,72800,Morning 3,10,2 SE,Clear,GR,BL
150.111,A2084,2,Spruce,-53.98246,48.34985,15,2019-08-27,7:38:00,73800,Morning 3,10,2 SE,Clear,GR,BL
150.111,A2084,3,Rock,-53.98146,48.34948,358,2019-08-27,7:46:00,74600,Morning 3,10,2 SE,Clear,GR,BL
150.111,A2084,1,Squirrel,-53.9848,48.35209,68.5,2019-08-28,11:53:00,115300,Morning 1,14,7 SE,Overcast,IR,BL
150.111,A2084,2,Knoll,-53.98013,48.34954,356.5,2019-08-28,11:24:00,112400,Morning 1,14,7 SE,Overcast,GR,BL
150.111,A2084,3,Spruce,-53.98246,48.34985,21,2019-08-28,11:34:00,113400,Morning 1,14,7 SE,Overcast,GR,BL
150.111,A2084,1,Squirrel,-53.9848,48.35209,74,2019-08-29,19:33:00,193300,Evening 2,11,3 SE,Overcast,IR,BL
150.111,A2084,2,Corner,-53.98381,48.35182,39,2019-08-29,19:43:00,194300,Evening 2,11,3 SE,Overcast,IR,BL
150.111,A2084,3,Flagging Tape,-53.98401,48.35032,23,2019-08-29,19:32:00,193200,Evening 2,11,3 SE,Overcast,GR,BL
150.111,A2084,1,Corner,-53.98381,48.35182,48,2019-08-30,10:12:00,101200,Morning 1,13,13 SSW,Overcast,IR,BL
150.111,A2084,2,Knoll,-53.98013,48.34954,350,2019-08-30,10:07:00,100700,Morning 1,13,13 SSW,Overcast,GR,BL
150.111,A2084,3,Rock,-53.98146,48.34948,1,2019-08-30,10:26:00,102600,Morning 1,13,13 SSW,Overcast,GR,BL
150.111,A2084,1,Corner,-53.98381,48.35182,39,2019-08-31,19:01:00,190100,Evening 1,23,17 SW,Partly Cloudy,IR,BL
150.111,A2084,2,Knoll,-53.98013,48.34954,347,2019-08-31,18:52:00,185200,Evening 1,23,17 SW,Partly Cloudy,GR,BL
150.111,A2084,3,Rock,-53.98146,48.34948,359,2019-08-31,19:08:00,190800,Evening 1,23,17 SW,Partly Cloudy,GR,BL
150.111,A2084,1,Middle,-53.98392,48.35111,45.5,2019-09-01,8:31:00,83100,Morning 1,12,14 SW,Sunny,IR,BL
150.111,A2084,2,Knoll,-53.98013,48.34954,351.5,2019-09-01,8:15:00,81500,Morning 1,12,14 SW,Sunny,GR,BL
150.111,A2084,3,Rock,-53.98146,48.34948,4,2019-09-01,8:34:00,83400,Morning 1,12,14 SW,Sunny,GR,BL
150.132,A2063,1,Spruce,-53.98246,48.34985,327,2019-05-11,11:33:00,113300,Morning,1,5 VR,Very light snow,GR,BL
150.132,A2063,2,New point,-53.98391,48.35098,328,2019-05-11,11:52:00,115200,Morning,1,5 VR,Very light snow,IR,BL
150.132,A2063,3,Flagging Tape,-53.98401,48.35032,333,2019-05-11,12:22:00,122200,Morning,1,5 VR,Very light snow,IR,BL
150.132,A2063,1,Corner,-53.98381,48.35182,302,2019-05-12,15:51:00,155100,Afternoon 2,4,16 N,Cloudy,IR,BL
150.132,A2063,2,Flagging Tape,-53.98401,48.35032,332,2019-05-12,16:13:00,161300,Afternoon 2,4,16 N,Cloudy,IR,BL
150.132,A2063,3,New point,-53.98393,48.35112,321,2019-05-12,16:27:00,162700,Afternoon 2,4,16 N,Cloudy,IR,BL
150.132,A2063,1,Knoll,-53.98013,48.34954,321,2019-05-13,8:59:00,85900,Morning 1,4,13 NNW,Mixed clouds,GR,BL
150.132,A2063,2,Corner,-53.98381,48.35182,330.5,2019-05-13,9:00:00,90000,Morning 1,4,13 NNW,Mixed clouds,IR,BL
150.132,A2063,3,Flagging Tape,-53.98401,48.35032,351,2019-05-13,9:30:00,93000,Morning 1,4,13 NNW,Mixed clouds,IR,BL
150.132,A2063,1,Top,-53.98657,48.35251,339,2019-05-14,15:32:00,153200,Afternoon 3,14,4 NW,Sunny,IR,BL
150.132,A2063,2,Corner,-53.98381,48.35182,319.5,2019-05-14,15:46:00,154600,Afternoon 3,14,4 NW,Sunny,IR,BL
150.132,A2063,3,Middle,-53.98392,48.35111,329,2019-05-14,16:03:00,160300,Afternoon 3,14,4 NW,Sunny,IR,BL
150.132,A2063,1,Corner,-53.98381,48.35182,290,2019-05-15,10:14:00,101400,Morning 2,7,5 ESE,Cloudy,IR,BL
150.132,A2063,2,Top,-53.98657,48.35251,282.5,2019-05-15,10:34:00,103400,Morning 2,7,5 ESE,Cloudy,IR,BL
150.132,A2063,3,Middle,-53.98392,48.35111,303,2019-05-15,10:50:00,105000,Morning 2,7,5 ESE,Cloudy,IR,BL
150.132,A2063,1,Corner,-53.98381,48.35182,284.5,2019-05-16,10:10:00,101000,Morning 2,5,7 SSW,Cloudy,IR,BL
150.132,A2063,2,Rock,-53.98146,48.34948,310,2019-05-16,10:40:00,104000,Morning 2,5,7 SSW,Cloudy,GR,BL
150.132,A2063,3,Flagging Tape,-53.98401,48.35032,319,2019-05-16,10:56:00,105600,Morning 2,5,7 SSW,Cloudy,GR,BL
150.132,A2063,1,Spruce,-53.98246,48.34985,308,2019-05-17,9:30:00,93000,Morning 1,3,10 SW,Cloudy,GR,BL
150.132,A2063,2,Corner,-53.98381,48.35182,281,2019-05-17,9:09:00,90900,Morning 1,3,10 SW,Cloudy,IR,BL
150.132,A2063,3,New point,-53.9848,48.35209,274.5,2019-05-17,9:51:00,95100,Morning 1,3,10 SW,Cloudy,IR,BL
150.132,A2063,1,Knoll,-53.98013,48.34954,310,2019-05-18,10:35:00,103500,Morning 4,6,9 SW,Cloudy,GR,BL
150.132,A2063,2,Spruce,-53.98246,48.34985,326,2019-05-18,10:44:00,104400,Morning 4,6,9 SW,Cloudy,GR,BL
150.132,A2063,3,Middle,-53.98392,48.35111,348,2019-05-18,10:50:00,105000,Morning 4,6,9 SW,Cloudy,IR,BL
150.132,A2063,1,Spruce,-53.98246,48.34985,312,2019-05-19,15:29:00,152900,Afternoon 1,4,20 NW,Mostly Cloudy,GR,BL
150.132,A2063,2,Corner,-53.98381,48.35182,296,2019-05-19,15:16:00,151600,Afternoon 1,4,20 NW,Mostly Cloudy,IR,BL
150.132,A2063,3,Top,-53.98657,48.35251,346.5,2019-05-19,15:44:00,154400,Afternoon 1,4,20 NW,Mostly Cloudy,IR,BL
150.132,A2063,1,Corner,-53.98381,48.35182,314,2019-05-22,19:12:00,191200,Evening 2,1,17 NNW,Drizzling,IR,BL
150.132,A2063,2,Spruce,-53.98246,48.34985,321,2019-05-22,19:26:00,192600,Evening 2,1,17 NNW,Drizzling,GR,BL
150.132,A2063,3,Top,-53.98657,48.35251,328,2019-05-22,19:34:00,193400,Evening 2,1,17 NNW,Drizzling,IR,BL
150.132,A2063,1,Corner,-53.98381,48.35182,297.5,2019-05-23,10:39:00,103900,Morning 4,2,15 NNW,Cloudy,IR,BL
150.132,A2063,2,Spruce,-53.98246,48.34985,324,2019-05-23,10:53:00,105300,Morning 4,2,15 NNW,Cloudy,GR,BL
150.132,A2063,3,New point,-53.9848,48.35209,318.5,2019-05-23,10:49:00,104900,Morning 4,2,15 NNW,Cloudy,IR,BL
150.132,A2063,1,Corner,-53.98381,48.35182,318.5,2019-05-24,5:33:00,53300,Morning 1,1,14 NNW,Cloudy,IR,BL
150.132,A2063,2,Spruce,-53.98246,48.34985,326,2019-05-24,5:53:00,55300,Morning 1,1,14 NNW,Cloudy,GR,BL
150.132,A2063,3,Top,-53.98657,48.35251,3.5,2019-05-24,6:03:00,60300,Morning 1,1,14 NNW,Cloudy,IR,BL
150.132,A2063,1,Spruce,-53.98246,48.34985,329,2019-05-25,6:55:00,65500,Morning 3,4,16 NW,Clear,GR,BL
150.132,A2063,2,Rock,-53.98146,48.34948,1,2019-05-25,7:03:00,70300,Morning 3,4,16 NW,Clear,GR,BL
150.132,A2063,3,Corner,-53.98381,48.35182,321.5,2019-05-25,6:45:00,64500,Morning 3,4,16 NW,Clear,IR,BL
150.132,A2063,1,Knoll,-53.98013,48.34954,302,2019-05-26,15:41:00,154100,Afternoon 1,14,8 ENE,Sunny,GR,BL
150.132,A2063,2,Spruce,-53.98246,48.34985,320,2019-05-26,15:58:00,155800,Afternoon 1,14,8 ENE,Sunny,GR,BL
150.132,A2063,3,Flagging Tape,-53.98401,48.35032,344,2019-05-26,16:05:00,160500,Afternoon 1,14,8 ENE,Sunny,GR,BL
150.132,A2063,1,Knoll,-53.98013,48.34954,310,2019-05-27,17:41:00,174100,Evening 1,5,8 ENE,Cloudy,GR,BL
150.132,A2063,2,Flagging Tape,-53.98401,48.35032,341,2019-05-27,17:57:00,175700,Evening 1,5,8 ENE,Cloudy,GR,BL
150.132,A2063,3,Corner,-53.98381,48.35182,288,2019-05-27,18:15:00,181500,Evening 1,5,8 ENE,Cloudy,GR,BL
150.132,A2063,1,Corner,-53.98381,48.35182,316,2019-05-28,11:24:00,112400,Morning 4,4,5 E,Cloudy,GR,BL
150.132,A2063,2,Top,-53.98657,48.35251,1,2019-05-28,11:35:00,113500,Morning 4,4,5 E,Cloudy,GR,BL
150.132,A2063,3,Squirrel,-53.9848,48.35209,331,2019-05-28,11:44:00,114400,Morning 4,4,5 E,Cloudy,GR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,301,2019-06-11,6:35:00,63500,Morning 2,6,20 NW,Some Clouds,GR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,46,2019-06-11,6:48:00,64800,Morning 2,6,20 NW,Some Clouds,GR,BL
150.154,A1673,3,Corner,-53.98381,48.35182,143,2019-06-11,6:35:00,63500,Morning 2,6,20 NW,Some Clouds,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,293,2019-06-12,5:19:00,51900,Morning 1,6,20 S,Light Rain,GR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,65,2019-06-12,5:38:00,53800,Morning 1,6,20 S,Light Rain,GR,BL
150.154,A1673,3,Corner,-53.98381,48.35182,140.5,2019-06-12,5:21:00,52100,Morning 1,6,20 S,Light Rain,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,279,2019-06-13,5:22:00,52200,Morning 1,7,30 SW,Cloudy,GR,BL
150.154,A1673,2,Rock,-53.98146,48.34948,305,2019-06-13,5:54:00,55400,Morning 1,7,30 SW,Cloudy,GR,BL
150.154,A1673,3,Squirrel,-53.9848,48.35209,142,2019-06-13,5:55:00,55500,Morning 1,7,30 SW,Cloudy,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,287.5,2019-06-16,13:16:00,131600,Afternoon 1,14,15 SE,Some Clouds,GR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,16,2019-06-16,13:33:00,133300,Afternoon 1,14,15 SE,Some Clouds,GR,BL
150.154,A1673,3,Corner,-53.98381,48.35182,151,2019-06-16,13:17:00,131700,Afternoon 1,14,15 SE,Some Clouds,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,294,2019-06-17,5:56:00,55600,Morning 2,7,5 VR,Cloudy,GR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,23.5,2019-06-17,6:08:00,60800,Morning 2,7,5 VR,Cloudy,GR,BL
150.154,A1673,3,Middle,-53.98392,48.35111,133.5,2019-06-17,6:06:00,60600,Morning 2,7,5 VR,Cloudy,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,241,2019-06-18,19:36:00,193600,Evening 1,10,20 NW,Cloudy,GR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,181,2019-06-18,19:48:00,194800,Evening 1,10,20 NW,Cloudy,GR,BL
150.154,A1673,3,Corner,-53.98381,48.35182,160,2019-06-18,19:35:00,193500,Evening 1,10,20 NW,Cloudy,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,298,2019-06-20,10:34:00,103400,Morning 1,11,10 W,Sunny,GR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,76.5,2019-06-20,10:48:00,104800,Morning 1,11,10 W,Sunny,GR,BL
150.154,A1673,3,Corner,-53.98381,48.35182,145,2019-06-20,10:34:00,103400,Morning 1,11,10 W,Sunny,IR,BL
150.154,A1673,1,Spruce,-53.98246,48.34985,89,2019-06-21,5:43:00,54300,Morning 1,10,10 SE,Cloudy,GR,BL
150.154,A1673,2,Corner,-53.98381,48.35182,133.5,2019-06-21,5:20:00,52000,Morning 1,10,10 SE,Cloudy,IR,BL
150.154,A1673,3,Squirrel,-53.9848,48.35209,128.5,2019-06-21,5:36:00,53600,Morning 1,10,10 SE,Cloudy,IR,BL
150.154,A1673,1,Spruce,-53.98246,48.34985,71,2019-06-25,5:31:00,53100,Morning 1,8,15 NW,Partly Cloudy,GR,BL
150.154,A1673,2,Rock,-53.98146,48.34948,27,2019-06-25,5:39:00,53900,Morning 1,8,15 NW,Partly Cloudy,GR,BL
150.154,A1673,3,Corner,-53.98381,48.35182,137.5,2019-06-25,5:16:00,51600,Morning 1,8,15 NW,Partly Cloudy,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,284,2019-06-26,19:45:00,194500,Evening 2,15,10 VR,Sunny,GR,BL
150.154,A1673,2,Rock,-53.98146,48.34948,12,2019-06-26,20:07:00,200700,Evening 2,15,10 VR,Sunny,GR,BL
150.154,A1673,3,Squirrel,-53.9848,48.35209,132.5,2019-06-26,19:55:00,195500,Evening 2,15,10 VR,Sunny,IR,BL
150.154,A1673,1,Spruce,-53.98246,48.34985,32,2019-07-10,6:28:00,62800,Morning 1,9,10 NW,Cloudy,GR,BL
150.154,A1673,2,Corner,-53.98381,48.35182,146.5,2019-07-10,6:27:00,62700,Morning 1,9,10 NW,Cloudy,IR,BL
150.154,A1673,3,Middle,-53.98392,48.35111,131,2019-07-10,6:42:00,64200,Morning 1,9,10 NW,Cloudy,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,293,2019-07-13,19:38:00,193800,Evening 4,17,13 SW,Cloudy,GR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,75,2019-07-13,19:44:00,194400,Evening 4,17,13 SW,Cloudy,GR,BL
150.154,A1673,3,Corner,-53.98381,48.35182,155,2019-07-13,19:35:00,193500,Evening 4,17,13 SW,Cloudy,IR,BL
150.154,A1673,1,Spruce,-53.98246,48.34985,66,2019-07-22,19:21:00,192100,Evening 2,19,13 NW,Partly Cloudy,GR,BL
150.154,A1673,2,Rock,-53.98146,48.34948,332,2019-07-22,19:30:00,193000,Evening 2,19,13 NW,Partly Cloudy,GR,BL
150.154,A1673,3,Middle,-53.98392,48.35111,129,2019-07-22,19:32:00,193200,Evening 2,19,13 NW,Partly Cloudy,IR,BL
150.154,A1673,1,Knoll,-53.98013,48.34954,291,2019-07-29,20:01:00,200100,Evening 3,22,16 SW,Clear,GR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,53,2019-07-29,20:18:00,201800,Evening 3,22,16 SW,Clear,GR,BL
150.154,A1673,3,Rock,-53.98146,48.34948,342,2019-07-29,20:22:00,202200,Evening 3,22,16 SW,Clear,GR,BL
150.154,A1673,1,Corner,-53.98381,48.35182,127,2019-08-26,18:53:00,185300,Evening 4,20,5 NE,Some clouds,IR,BL
150.154,A1673,2,Middle,-53.98392,48.35111,92,2019-08-26,19:02:00,190200,Evening 4,20,5 NE,Some clouds,IR,BL
150.154,A1673,3,Flagging Tape,-53.98401,48.35032,58,2019-08-26,19:13:00,191300,Evening 4,20,5 NE,Some clouds,IR,BL
150.154,A1673,1,Corner,-53.98381,48.35182,138,2019-08-28,11:31:00,113100,Morning 1,14,7 SE,Overcast,IR,BL
150.154,A1673,2,Middle,-53.98392,48.35111,105,2019-08-28,11:36:00,113600,Morning 1,14,7 SE,Overcast,IR,BL
150.154,A1673,3,Spruce,-53.98246,48.34985,13,2019-08-28,11:39:00,113900,Morning 1,14,7 SE,Overcast,GR,BL
150.154,A1673,1,Squirrel,-53.9848,48.35209,141,2019-08-29,19:36:00,193600,Evening 2,11,3 SE,Overcast,IR,BL
150.154,A1673,2,Flagging Tape,-53.98401,48.35032,54.5,2019-08-29,19:35:00,193500,Evening 2,11,3 SE,Overcast,GR,BL
150.154,A1673,3,Rock,-53.98146,48.34948,313,2019-08-29,19:50:00,195000,Evening 2,11,3 SE,Overcast,GR,BL
150.154,A1673,1,Middle,-53.98392,48.35111,138,2019-08-30,10:33:00,103300,Morning 2,13,13 SSW,Overcast,IR,BL
150.154,A1673,2,Knoll,-53.98013,48.34954,275,2019-08-30,10:32:00,103200,Morning 2,13,13 SSW,Overcast,GR,BL
150.154,A1673,3,Rock,-53.98146,48.34948,294,2019-08-30,10:50:00,105000,Morning 2,13,13 SSW,Overcast,GR,BL
150.154,A1673,1,Top,-53.98657,48.35251,112,2019-08-31,7:17:00,71700,Morning 2,16,9 SW,Clear,IR,BL
150.154,A1673,2,Spruce,-53.98246,48.34985,44,2019-08-31,7:12:00,71200,Morning 2,16,9 SW,Clear,GR,BL
150.154,A1673,3,Rock,-53.98146,48.34948,16,2019-08-31,7:22:00,72200,Morning 2,16,9 SW,Clear,GR,BL
150.154,A1673,1,Spruce,-53.98246,48.34985,29,2019-09-01,9:49:00,94900,Morning 4,17,16 W,Sunny,GR,BL
150.154,A1673,2,Rock,-53.98146,48.34948,318,2019-09-01,9:52:00,95200,Morning 4,17,16 W,Sunny,GR,BL
150.154,A1673,3,Corner,-53.98381,48.35182,148.5,2019-09-01,9:53:00,95300,Morning 4,17,16 W,Sunny,IR,BL
150.173,A1425,1,Corner,-53.98381,48.35182,119,2019-05-11,9:15:00,91500,Morning,1,5 VR,Very light snow,IR,BL
150.173,A1425,2,New point,-53.98392,48.35098,63,2019-05-11,11:37:00,113700,Morning,1,5 VR,Very light snow,IR,BL
150.173,A1425,3,Flagging Tape,-53.98401,48.35032,48,2019-05-11,12:25:00,122500,Morning,1,5 VR,Very light snow,IR,BL
150.173,A1425,1,Corner,-53.98381,48.35182,207.5,2019-05-13,10:46:00,104600,Morning 3,4,8 NNW,Mixed clouds,IR,BL
150.173,A1425,2,Spruce,-53.98246,48.34985,317.5,2019-05-13,10:55:00,105500,Morning 3,4,8 NNW,Mixed clouds,GR,BL
150.173,A1425,3,New point,-53.98393,48.35112,244.5,2019-05-13,11:25:00,112500,Morning 3,4,8 NNW,Mixed clouds,IR,BL
150.173,A1425,1,Corner,-53.98381,48.35182,179.5,2019-05-14,13:12:00,131200,Afternoon 1,12,6 NW,Sunny,IR,BL
150.173,A1425,2,Spruce,-53.98246,48.34985,320,2019-05-14,13:24:00,132400,Afternoon 1,12,6 NW,Sunny,GR,BL
150.173,A1425,3,Flagging Tape,-53.98401,48.35032,23,2019-05-14,13:47:00,134700,Afternoon 1,12,6 NW,Sunny,IR,BL
150.173,A1425,1,Knoll,-53.98013,48.34954,328,2019-05-15,14:31:00,143100,Afternoon 2,6,14 SE,Cloudy,GR,BL
150.173,A1425,2,Spruce,-53.98246,48.34985,1,2019-05-15,14:45:00,144500,Afternoon 2,6,14 SE,Cloudy,GR,BL
150.173,A1425,3,Corner,-53.98381,48.35182,61,2019-05-15,14:33:00,143300,Afternoon 2,6,14 SE,Cloudy,IR,BL
150.173,A1425,1,Knoll,-53.98013,48.34954,6,2019-05-16,14:55:00,145500,Afternoon 2,8,13 S,Cloudy,GR,BL
150.173,A1425,2,Corner,-53.98381,48.35182,54.5,2019-05-16,14:56:00,145600,Afternoon 2,8,13 S,Cloudy,IR,BL
150.173,A1425,3,Spruce,-53.98246,48.34985,25.5,2019-05-16,15:08:00,150800,Afternoon 2,8,13 S,Cloudy,GR,BL
150.173,A1425,1,Knoll,-53.98013,48.34954,279,2019-05-17,9:59:00,95900,Morning 2,5,14 SW,Cloudy,GR,BL
150.173,A1425,2,Spruce,-53.98246,48.34985,274,2019-05-17,10:18:00,101800,Morning 2,5,14 SW,Cloudy,GR,BL
150.173,A1425,3,Corner,-53.98381,48.35182,182.5,2019-05-17,9:59:00,95900,Morning 2,5,14 SW,Cloudy,IR,BL
150.173,A1425,1,Corner,-53.98381,48.35182,200.5,2019-05-18,9:45:00,94500,Morning 3,6,9 SW,Cloudy,IR,BL
150.173,A1425,2,Spruce,-53.98246,48.34985,320.5,2019-05-18,9:53:00,95300,Morning 3,6,9 SW,Cloudy,GR,BL
150.173,A1425,3,Top,-53.98657,48.35251,126.5,2019-05-18,10:03:00,100300,Morning 3,6,9 SW,Cloudy,IR,BL
150.173,A1425,1,New point,-53.9848,48.35209,145.5,2019-05-19,16:32:00,163200,Afternoon 2,4,11 NNW,Cloudy,IR,BL
150.173,A1425,2,Spruce,-53.98246,48.34985,294,2019-05-19,16:13:00,161300,Afternoon 2,4,11 NNW,Cloudy,GR,BL
150.173,A1425,3,Rock,-53.98146,48.34948,300,2019-05-19,16:24:00,162400,Afternoon 2,4,11 NNW,Cloudy,GR,BL
