ID,Herbivore,Herbivore Scientific Name,Plant Species,Plant Scientific Name,Plant group,N,P,C,StoichUnits,Protein,Carbohydrate,UnspFiber,NDF,ADF,Cellulose,Hemicellulose,Lignin,ADL,Fat,Ash,MnUnits,Terpenoids,TerpUnits,Tannins,TannUnits,Phenolics,PhenUnits,Resins,ResUnits,Monterpenes,MoneTerpUnits,SourceInPaper,Notes,Ref
35,White-tailed deer,Odocoileus virginianus,Balsam poplar,Populus balsamifera,Broad-leaved,,,,,8.400,,,38.500,31.600,,,,26.900,,4.400,% dry matter,,,,,10.700,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Quaking aspen,Populus tremuloides,Broad-leaved,,,,,8.900,,,54.800,44.700,,,,34.800,,3.800,% dry matter,,,,,4.200,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Fire cherry,Prunus pensylvanica,Broad-leaved,,,,,8.400,,,61.000,53.800,,,,42.200,,3.100,% dry matter,,,,,6.300,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Willow,Salix spp.,Broad-leaved,,,,,8.500,,,54.800,49.000,,,,34.400,,3.200,% dry matter,,,,,6.200,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Red elderberry,Sambucus pubens,,,,,,13.900,,,61.600,49.700,,,,29.100,,3.400,% dry matter,,,,,4.200,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,American mountain-ash,Sorbus americanus,Broad-leaved,,,,,8.700,,,45.600,36.600,,,,29.000,,4.300,% dry matter,,,,,6.200,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Northern white cedar,Thuja occidentalis,Coniferous,,,,,8.000,,,32.500,29.100,,,,32.100,,5.500,% dry matter,,,,,8.800,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Hobblebush,Viburnum alnifolium,,,,,,8.900,,,46.800,36.000,,,,23.900,,3.800,% dry matter,,,,,3.900,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,,Viburnum cassinoides,,,,,,7.400,,,51.100,39.800,,,,26.800,,3.500,% dry matter,,,,,5.000,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
35,White-tailed deer,Odocoileus virginianus,Mooseberry,Viburnum edule,,,,,,7.200,,,62.000,50.300,,,,31.300,,4.700,% dry matter,,,,,3.600,% dry matter,,,,,Table2,from twigs,"Dumont, A., J. P. Ouellet, M. Crête, and J. Huot. 2005. Winter foraging strategy of white-tailed deer at the northern limit of its range. Ecoscience 12:476–484."
38,Red deer,Cervus elaphus,Sitka spruce,Picea sitchensis,Coniferous,1.220,,,% dry matter,,13.800,,40.900,34.500,,,15.430,,,,% dry matter,,,4.300,mg QbE/g,75.000,μg TAE/mg,,,11.590,mg g/DM,Table4,"lateral shoots, F-S- treatment","Hartley, S. E., G. R. Iason, A. J. Duncan, and D. Hitchcock. 1997. Feeding behaviour of red deer (Cervus elaphus) offered Sitka Spruce saplings (Picea sitchensis) grown under different light and nutrient regimes. Functional Ecology 11:348–357."
38,Red deer,Cervus elaphus,Sitka spruce,Picea sitchensis,Coniferous,1.790,,,% dry matter,,15.200,,37.400,32.030,,,14.480,,,,% dry matter,,,3.800,mg QbE/g,69.200,μg TAE/mg,,,12.790,mg g/DM,Table4,"lateral shoots, F+S- treatment","Hartley, S. E., G. R. Iason, A. J. Duncan, and D. Hitchcock. 1997. Feeding behaviour of red deer (Cervus elaphus) offered Sitka Spruce saplings (Picea sitchensis) grown under different light and nutrient regimes. Functional Ecology 11:348–357."
38,Red deer,Cervus elaphus,Sitka spruce,Picea sitchensis,Coniferous,1.240,,,% dry matter,,17.000,,39.710,33.360,,,15.400,,,,% dry matter,,,3.700,mg QbE/g,63.900,μg TAE/mg,,,10.450,mg g/DM,Table4,"lateral shoots, F-S+ treatment","Hartley, S. E., G. R. Iason, A. J. Duncan, and D. Hitchcock. 1997. Feeding behaviour of red deer (Cervus elaphus) offered Sitka Spruce saplings (Picea sitchensis) grown under different light and nutrient regimes. Functional Ecology 11:348–357."
38,Red deer,Cervus elaphus,Sitka spruce,Picea sitchensis,Coniferous,1.530,,,% dry matter,,14.500,,39.620,33.150,,,14.590,,,,% dry matter,,,3.100,mg QbE/g,65.000,μg TAE/mg,,,12.880,mg g/DM,Table4,"lateral shoots, F+S+ treatment","Hartley, S. E., G. R. Iason, A. J. Duncan, and D. Hitchcock. 1997. Feeding behaviour of red deer (Cervus elaphus) offered Sitka Spruce saplings (Picea sitchensis) grown under different light and nutrient regimes. Functional Ecology 11:348–357."
40,Red deer,Cervus elaphus,Sitka spruce,Picea sitchensis,Coniferous,0.442,,,% dry matter,,,,,38.055,,,,,,,% dry matter,,,36.653,% dry matter,,,,,9.652,% dry matter,Table1,"lateral branches, F-S- treatment","Iason, G. R., A. J. Duncan, S. E. Hartley, and B. W. Staines. 1996. Feeding behaviour of red deer (Cervus elaphus) on Sitka spruce (Picea sitchensis): The role of carbon-nutrient balance. Forest Ecology and Management 88:121–129."
40,Red deer,Cervus elaphus,Sitka spruce,Picea sitchensis,Coniferous,1.582,,,% dry matter,,,,,16.844,,,,,,,% dry matter,,,25.175,% dry matter,,,,,11.628,% dry matter,Table1,"lateral branches, F+S- treatment","Iason, G. R., A. J. Duncan, S. E. Hartley, and B. W. Staines. 1996. Feeding behaviour of red deer (Cervus elaphus) on Sitka spruce (Picea sitchensis): The role of carbon-nutrient balance. Forest Ecology and Management 88:121–129."
40,Red deer,Cervus elaphus,Sitka spruce,Picea sitchensis,Coniferous,0.477,,,% dry matter,,,,,28.801,,,,,,,% dry matter,,,25.330,% dry matter,,,,,7.969,% dry matter,Table1,"lateral branches, F-S+ treatment","Iason, G. R., A. J. Duncan, S. E. Hartley, and B. W. Staines. 1996. Feeding behaviour of red deer (Cervus elaphus) on Sitka spruce (Picea sitchensis): The role of carbon-nutrient balance. Forest Ecology and Management 88:121–129."
40,Red deer,Cervus elaphus,Sitka spruce,Picea sitchensis,Coniferous,1.111,,,% dry matter,,,,,26.410,,,,,,,% dry matter,,,12.365,% dry matter,,,,,11.629,% dry matter,Table1,"lateral branches, F+S+ treatment","Iason, G. R., A. J. Duncan, S. E. Hartley, and B. W. Staines. 1996. Feeding behaviour of red deer (Cervus elaphus) on Sitka spruce (Picea sitchensis): The role of carbon-nutrient balance. Forest Ecology and Management 88:121–129."
42,Red deer,Cervus elaphus,Lodgepole pine,Pinus contorta,Coniferous,,,,,2.600,1.200,,57.100,52.000,,,,,,4.800,% dry mass,,,,,,,,,,,Table3,Burned tree type,"Jakubas, W. J., R. A. Garrott, P. J. White, and D. R. Mertens. 1994. Fire-Induced Changes in the Nutritional Quality of Lodgepole Pine Bark. The Journal of Wildlife Management 58:35."
42,Red deer,Cervus elaphus,Lodgepole pine,Pinus contorta,Coniferous,,,,,2.700,0.900,,59.000,53.600,,,,,,3.300,% dry mass,,,,,,,,,,,Table3,Dead tree type,"Jakubas, W. J., R. A. Garrott, P. J. White, and D. R. Mertens. 1994. Fire-Induced Changes in the Nutritional Quality of Lodgepole Pine Bark. The Journal of Wildlife Management 58:35."
42,Red deer,Cervus elaphus,Lodgepole pine,Pinus contorta,Coniferous,,,,,1.400,1.200,,53.400,48.000,,,,,,2.200,% dry mass,,,,,,,,,,,Table3,Live tree type,"Jakubas, W. J., R. A. Garrott, P. J. White, and D. R. Mertens. 1994. Fire-Induced Changes in the Nutritional Quality of Lodgepole Pine Bark. The Journal of Wildlife Management 58:35."
46,White-tailed deer,Odocoileus virginianus,Balsam fir,Abies balsamea,Coniferous,,,,,5.300,,,38.700,33.000,,,,16.800,,,% dry matter,,,0.098,mg/g dry matter,2.100,mg/g dry matter,,,,,Table1,from twigs,"SAUVÉ, D. G., and S. D. CÔTÉ. 2007. Winter Forage Selection in White-Tailed Deer at High Density: Balsam Fir is the Best of a Bad Choice. Journal of Wildlife Management 71:911–914."
46,White-tailed deer,Odocoileus virginianus,White spruce,Picea glauca,Coniferous,,,,,5.200,,,45.900,34.600,,,,16.400,,,% dry matter,,,0.110,mg/g dry matter,2.200,mg/g dry matter,,,,,Table1,from twigs,"SAUVÉ, D. G., and S. D. CÔTÉ. 2007. Winter Forage Selection in White-Tailed Deer at High Density: Balsam Fir is the Best of a Bad Choice. Journal of Wildlife Management 71:911–914."
47,Moose,Alces alces,Grey alder,Alnus incana,Broad-leaved,1.700,,,% dry mass,,,,54.000,,,,,,,,% dry mass,,,,,0.900,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Silver birch,Betula pendula,Broad-leaved,0.800,,,% dry mass,,,,56.000,,,,,,,,% dry mass,,,,,6.400,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Pubescent birch,Betula pubescens,Broad-leaved,1.100,,,% dry mass,,,,62.000,,,,,,,,% dry mass,,,,,8.200,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Common juniper,Juniperus communis,,0.900,,,% dry mass,,,,46.000,,,,,,,,% dry mass,,,,,0.400,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Norway spruce,Picea abies,Coniferous,1.100,,,% dry mass,,,,55.000,,,,,,,,% dry mass,,,,,4.900,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Scots pine,Pinus sylvestris,Coniferous,0.900,,,% dry mass,,,,57.000,,,,,,,,% dry mass,,,,,2.300,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Aspen,Populus tremula,Broad-leaved,1.100,,,% dry mass,,,,62.000,,,,,,,,% dry mass,,,,,2.100,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Sallow,Salix caprea,Broad-leaved,1.000,,,% dry mass,,,,60.000,,,,,,,,% dry mass,,,,,6.300,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Willow,Salix spp.,Broad-leaved,1.100,,,% dry mass,,,,59.000,,,,,,,,% dry mass,,,,,6.500,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
47,Moose,Alces alces,Rowan,Sorbus aucuparia,Broad-leaved,0.900,,,% dry mass,,,,60.000,,,,,,,,% dry mass,,,,,4.700,TAE % dry mass,,,,,Table5,winter diet selected by moose,"Shipley, L. A., S. Blomquist, and K. Danell. 1998. Diet choices made by free-ranging moose in northern Sweden in relation to plant distribution, chemistry, and morphology. Canadian Journal of Zoology 76:1722–1733."
49,Moose,Alces alces,Tea-leaved willow,Salix phylicifolia,Broad-leaved,1.600,,,%,,,,42.900,32.300,,,,,,,%,,,1.600,,5.100,%,,,,,Table2,"from twigs, given as % composition","Stolter, C., J. P. Ball, R. Julkunen-Tiitto, R. Lieberei, and J. U. Ganzhorn. 2005. Winter browsing of moose on two different willow species: Food selection in relation to plant chemistry and plant response. Canadian Journal of Zoology 83:807–819."
49,Moose,Alces alces,Dark-leaved willow,Salix myrsinifolia,Broad-leaved,1.200,,,%,,,,59.800,46.500,,,,,,,%,,,2.300,,3.900,%,,,,,Table2,"from twigs, given as % composition","Stolter, C., J. P. Ball, R. Julkunen-Tiitto, R. Lieberei, and J. U. Ganzhorn. 2005. Winter browsing of moose on two different willow species: Food selection in relation to plant chemistry and plant response. Canadian Journal of Zoology 83:807–819."
49,Moose,Alces alces,Tea-leaved willow,Salix phylicifolia,Broad-leaved,3.000,,,%,,,,15.400,9.200,,,,,,,%,,,,,4.300,%,,,,,Table3,"from leaves, given as % composition","Stolter, C., J. P. Ball, R. Julkunen-Tiitto, R. Lieberei, and J. U. Ganzhorn. 2005. Winter browsing of moose on two different willow species: Food selection in relation to plant chemistry and plant response. Canadian Journal of Zoology 83:807–819."
49,Moose,Alces alces,Dark-leaved willow,Salix myrsinifolia,Broad-leaved,4.000,,,%,,,,15.100,8.600,,,,,,,%,,,2.900,,10.900,%,,,,,Table3,"from leaves, given as % composition","Stolter, C., J. P. Ball, R. Julkunen-Tiitto, R. Lieberei, and J. U. Ganzhorn. 2005. Winter browsing of moose on two different willow species: Food selection in relation to plant chemistry and plant response. Canadian Journal of Zoology 83:807–819."
54,Sika deer,Cervus nippon,Hinoki cypress,Chamaecyparis obtusa,Coniferous,,,,,3.899,,,39.712,,,,,,,,%,,,,,,,,,,,Figure5,"from leaves, values from first month of study (October)","Ueda, H., S. Takatsuki, and Y. Takarashi. 2003. Seasonal change in browsing by sika deer on hinoki cypress trees on Mount Takahara, central Japan. Ecological Research 18:355–364."
54,Sika deer,Cervus nippon,,Carpinus laxiflora,,,,,,7.148,,,41.019,,,,,,,,%,,,,,,,,,,,Figure5,"from leaves, values from first month of study (October)","Ueda, H., S. Takatsuki, and Y. Takarashi. 2003. Seasonal change in browsing by sika deer on hinoki cypress trees on Mount Takahara, central Japan. Ecological Research 18:355–364."
54,Sika deer,Cervus nippon,,Rubus palmatus,,,,,,11.502,,,37.529,,,,,,,,%,,,,,,,,,,,Figure5,"from leaves, values from first month of study (October)","Ueda, H., S. Takatsuki, and Y. Takarashi. 2003. Seasonal change in browsing by sika deer on hinoki cypress trees on Mount Takahara, central Japan. Ecological Research 18:355–364."
54,Sika deer,Cervus nippon,,Sasa nipponica,,,,,,15.336,,,76.801,,,,,,,,%,,,,,,,,,,,Figure5,"from leaves, values from first month of study (October)","Ueda, H., S. Takatsuki, and Y. Takarashi. 2003. Seasonal change in browsing by sika deer on hinoki cypress trees on Mount Takahara, central Japan. Ecological Research 18:355–364."
54,Sika deer,Cervus nippon,Hinoki cypress,Chamaecyparis obtusa,Coniferous,,,,,6.433,,,39.784,,,,,,,,%,,,,,,,,,,,Figure5,"from leaves, values from second month of study (November)","Ueda, H., S. Takatsuki, and Y. Takarashi. 2003. Seasonal change in browsing by sika deer on hinoki cypress trees on Mount Takahara, central Japan. Ecological Research 18:355–364."
54,Sika deer,Cervus nippon,,Carpinus laxiflora,,,,,,3.769,,,53.019,,,,,,,,%,,,,,,,,,,,Figure5,"from leaves, values from second month of study (November)","Ueda, H., S. Takatsuki, and Y. Takarashi. 2003. Seasonal change in browsing by sika deer on hinoki cypress trees on Mount Takahara, central Japan. Ecological Research 18:355–364."
54,Sika deer,Cervus nippon,,Rubus palmatus,,,,,,5.134,,,56.001,,,,,,,,%,,,,,,,,,,,Figure5,"from leaves, values from second month of study (November)","Ueda, H., S. Takatsuki, and Y. Takarashi. 2003. Seasonal change in browsing by sika deer on hinoki cypress trees on Mount Takahara, central Japan. Ecological Research 18:355–364."
54,Sika deer,Cervus nippon,,Sasa nipponica,,,,,,12.737,,,75.201,,,,,,,,%,,,,,,,,,,,Figure5,"from leaves, values from second month of study (November)","Ueda, H., S. Takatsuki, and Y. Takarashi. 2003. Seasonal change in browsing by sika deer on hinoki cypress trees on Mount Takahara, central Japan. Ecological Research 18:355–364."
55,Red deer,Cervus elaphus,Balsam fir,Abies alba,Coniferous,,,,,11.400,,,41.300,23.000,,,,,,,% dry matter,,,1.800,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Balsam fir,Abies alba,Coniferous,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedling","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Nordmann fir,Abies nordmanniana,Coniferous,,,,,8.800,,,49.000,28.800,,,,,,,% dry matter,,,2.000,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Silver birch,Betula pendula,Broad-leaved,,,,,21.000,,,45.200,18.900,,,,,,,% dry matter,,,2.500,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,Spring data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,26.400,,,36.500,,,,,,,,% dry matter,,,5.600,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients;  leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Chestnut,Castanea sativa,Broad-leaved,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedling","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Common hazel,Corylus avellana,Broad-leaved,,,,,18.600,,,46.900,24.700,,,,,,,% dry matter,,,2.900,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,,Crataegus oxyacantha,,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,European beech,Fagus sylvatica,Broad-leaved,,,,,16.200,,,53.900,29.500,,,,,,,% dry matter,,,1.700,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Norway spruce,Picea abies,Coniferous,,,,,11.200,,,49.600,27.900,,,,,,,% dry matter,,,2.300,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Sweet cherry,Prunus avium,Broad-leaved,,,,,17.200,,,45.200,23.000,,,,,,,% dry matter,,,0.400,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Sweet cherry,Prunus avium,Broad-leaved,,,,,22.200,,,29.100,18.000,,,,,,,% dry matter,,,0.000,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts seedlings","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackthorn,Prunus spinosa,Broad-leaved,,,,,23.600,,,33.400,15.100,,,,,,,% dry matter,,,2.100,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,English oak,Quercus pedunculata,Broad-leaved,,,,,23.600,,,33.300,15.900,,,,,,,% dry matter,,,3.600,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Redcurrant,Ribes rubrum,,,,,,13.800,,,37.400,17.900,,,,,,,% dry matter,,,5.800,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Dog rose,Rosa canina,,,,,,17.400,,,29.800,12.900,,,,,,,% dry matter,,,8.400,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Dog rose,Rosa canina,,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,Spring data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackberry,Rubus fructicosus,,,,,,,,,,,,,,,,,% dry matter,,,,% dry matter,,,,,,,eSuppMaterials,Spring data; not including ADL+ash as it mixes two macronutrients; fruit,"Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Blackberry,Rubus fructicosus,,,,,,17.600,,,37.600,16.100,,,,,,,% dry matter,,,6.700,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
55,Red deer,Cervus elaphus,Goat willow,Salix caprea,Broad-leaved,,,,,26.500,,,45.000,26.800,,,,,,,% dry matter,,,3.100,% dry matter,,,,,,,eSuppMaterials,"Spring data; not including ADL+ash as it mixes two macronutrients; leaves/buds, young sprouts in winter","Verheyden-Tixier, H., P.-C. Renaud, N. Morellet, J. Jamot, J.-M. Besle, and B. Dumont. 2008. Selection for nutrients by red deer hinds feeding on a mixed forest edge. Oecologia 156:715–726."
