Frequency,EarTag,Date,Point,FixLocation,Easting,Northing,Azimuth,Time_O,Time,TimeCategory,Temp_C,Wind,Rain,Observer,Grid
150.111,A2084,2019-09-01,1,Middle,-53.98392,48.35111,45.5,08:31:00,83100,Morning 1,12,14 SW,Sunny,IR,BL
150.111,A2084,2019-09-01,2,Knoll,-53.98013,48.34954,351.5,08:15:00,81500,Morning 1,12,14 SW,Sunny,GR,BL
150.111,A2084,2019-09-01,3,Rock,-53.98146,48.34948,4,08:34:00,83400,Morning 1,12,14 SW,Sunny,GR,BL
150.132,A2063,2019-05-11,1,Spruce,-53.98246,48.34985,327,11:33:00,113300,Morning,1,5 VR,Very light snow,GR,BL
150.132,A2063,2019-05-11,2,New point,-53.98391,48.35098,328,11:52:00,115200,Morning,1,5 VR,Very light snow,IR,BL
150.132,A2063,2019-05-11,3,Flagging Tape,-53.98401,48.35032,333,12:22:00,122200,Morning,1,5 VR,Very light snow,IR,BL
150.132,A2063,2019-05-12,1,Corner,-53.98381,48.35182,302,15:51:00,155100,Afternoon 2,4,16 N,Cloudy,IR,BL
150.132,A2063,2019-05-12,2,Flagging Tape,-53.98401,48.35032,332,16:13:00,161300,Afternoon 2,4,16 N,Cloudy,IR,BL
150.132,A2063,2019-05-12,3,New point,-53.98393,48.35112,321,16:27:00,162700,Afternoon 2,4,16 N,Cloudy,IR,BL
150.132,A2063,2019-05-13,1,Knoll,-53.98013,48.34954,321,08:59:00,85900,Morning 1,4,13 NNW,Mixed clouds,GR,BL
150.132,A2063,2019-05-13,2,Corner,-53.98381,48.35182,330.5,09:00:00,90000,Morning 1,4,13 NNW,Mixed clouds,IR,BL
150.132,A2063,2019-05-13,3,Flagging Tape,-53.98401,48.35032,351,09:30:00,93000,Morning 1,4,13 NNW,Mixed clouds,IR,BL
150.132,A2063,2019-05-14,1,Top,-53.98657,48.35251,339,15:32:00,153200,Afternoon 3,14,4 NW,Sunny,IR,BL
150.132,A2063,2019-05-14,2,Corner,-53.98381,48.35182,319.5,15:46:00,154600,Afternoon 3,14,4 NW,Sunny,IR,BL
150.132,A2063,2019-05-14,3,Middle,-53.98392,48.35111,329,16:03:00,160300,Afternoon 3,14,4 NW,Sunny,IR,BL
150.132,A2063,2019-05-15,1,Corner,-53.98381,48.35182,290,10:14:00,101400,Morning 2,7,5 ESE,Cloudy,IR,BL
150.132,A2063,2019-05-15,2,Top,-53.98657,48.35251,282.5,10:34:00,103400,Morning 2,7,5 ESE,Cloudy,IR,BL
150.132,A2063,2019-05-15,3,Middle,-53.98392,48.35111,303,10:50:00,105000,Morning 2,7,5 ESE,Cloudy,IR,BL
150.132,A2063,2019-05-16,1,Corner,-53.98381,48.35182,284.5,10:10:00,101000,Morning 2,5,7 SSW,Cloudy,IR,BL
150.132,A2063,2019-05-16,2,Rock,-53.98146,48.34948,310,10:40:00,104000,Morning 2,5,7 SSW,Cloudy,GR,BL
150.132,A2063,2019-05-16,3,Flagging Tape,-53.98401,48.35032,319,10:56:00,105600,Morning 2,5,7 SSW,Cloudy,GR,BL
150.132,A2063,2019-05-17,1,Spruce,-53.98246,48.34985,308,09:30:00,93000,Morning 1,3,10 SW,Cloudy,GR,BL
150.132,A2063,2019-05-17,2,Corner,-53.98381,48.35182,281,09:09:00,90900,Morning 1,3,10 SW,Cloudy,IR,BL
150.132,A2063,2019-05-17,3,New point,-53.9848,48.35209,274.5,09:51:00,95100,Morning 1,3,10 SW,Cloudy,IR,BL
150.132,A2063,2019-05-18,1,Knoll,-53.98013,48.34954,310,10:35:00,103500,Morning 4,6,9 SW,Cloudy,GR,BL
150.132,A2063,2019-05-18,2,Spruce,-53.98246,48.34985,326,10:44:00,104400,Morning 4,6,9 SW,Cloudy,GR,BL
150.132,A2063,2019-05-18,3,Middle,-53.98392,48.35111,348,10:50:00,105000,Morning 4,6,9 SW,Cloudy,IR,BL
150.132,A2063,2019-05-19,1,Spruce,-53.98246,48.34985,312,15:29:00,152900,Afternoon 1,4,20 NW,Mostly Cloudy,GR,BL
150.132,A2063,2019-05-19,2,Corner,-53.98381,48.35182,296,15:16:00,151600,Afternoon 1,4,20 NW,Mostly Cloudy,IR,BL
150.132,A2063,2019-05-19,3,Top,-53.98657,48.35251,346.5,15:44:00,154400,Afternoon 1,4,20 NW,Mostly Cloudy,IR,BL
150.132,A2063,2019-05-22,1,Corner,-53.98381,48.35182,314,19:12:00,191200,Evening 2,1,17 NNW,Drizzling,IR,BL
150.132,A2063,2019-05-22,2,Spruce,-53.98246,48.34985,321,19:26:00,192600,Evening 2,1,17 NNW,Drizzling,GR,BL
150.132,A2063,2019-05-22,3,Top,-53.98657,48.35251,328,19:34:00,193400,Evening 2,1,17 NNW,Drizzling,IR,BL
150.132,A2063,2019-05-23,1,Corner,-53.98381,48.35182,297.5,10:39:00,103900,Morning 4,2,15 NNW,Cloudy,IR,BL
150.132,A2063,2019-05-23,2,Spruce,-53.98246,48.34985,324,10:53:00,105300,Morning 4,2,15 NNW,Cloudy,GR,BL
150.132,A2063,2019-05-23,3,New point,-53.9848,48.35209,318.5,10:49:00,104900,Morning 4,2,15 NNW,Cloudy,IR,BL
150.132,A2063,2019-05-24,1,Corner,-53.98381,48.35182,318.5,05:33:00,53300,Morning 1,1,14 NNW,Cloudy,IR,BL
150.132,A2063,2019-05-24,2,Spruce,-53.98246,48.34985,326,05:53:00,55300,Morning 1,1,14 NNW,Cloudy,GR,BL
150.132,A2063,2019-05-24,3,Top,-53.98657,48.35251,3.5,06:03:00,60300,Morning 1,1,14 NNW,Cloudy,IR,BL
150.132,A2063,2019-05-25,1,Spruce,-53.98246,48.34985,329,06:55:00,65500,Morning 3,4,16 NW,Clear,GR,BL
150.132,A2063,2019-05-25,2,Rock,-53.98146,48.34948,1,07:03:00,70300,Morning 3,4,16 NW,Clear,GR,BL
150.132,A2063,2019-05-25,3,Corner,-53.98381,48.35182,321.5,06:45:00,64500,Morning 3,4,16 NW,Clear,IR,BL
150.132,A2063,2019-05-26,1,Knoll,-53.98013,48.34954,302,15:41:00,154100,Afternoon 1,14,8 ENE,Sunny,GR,BL
150.132,A2063,2019-05-26,2,Spruce,-53.98246,48.34985,320,15:58:00,155800,Afternoon 1,14,8 ENE,Sunny,GR,BL
150.132,A2063,2019-05-26,3,Flagging Tape,-53.98401,48.35032,344,16:05:00,160500,Afternoon 1,14,8 ENE,Sunny,GR,BL
150.132,A2063,2019-05-27,1,Knoll,-53.98013,48.34954,310,17:41:00,174100,Evening 1,5,8 ENE,Cloudy,GR,BL
150.132,A2063,2019-05-27,2,Flagging Tape,-53.98401,48.35032,341,17:57:00,175700,Evening 1,5,8 ENE,Cloudy,GR,BL
150.132,A2063,2019-05-27,3,Corner,-53.98381,48.35182,288,18:15:00,181500,Evening 1,5,8 ENE,Cloudy,GR,BL
150.132,A2063,2019-05-28,1,Corner,-53.98381,48.35182,316,11:24:00,112400,Morning 4,4,5 E,Cloudy,GR,BL
150.132,A2063,2019-05-28,2,Top,-53.98657,48.35251,1,11:35:00,113500,Morning 4,4,5 E,Cloudy,GR,BL
150.132,A2063,2019-05-28,3,Squirrel,-53.9848,48.35209,331,11:44:00,114400,Morning 4,4,5 E,Cloudy,GR,BL
150.154,A1673,2019-06-11,1,Knoll,-53.98013,48.34954,301,06:35:00,63500,Morning 2,6,20 NW,Some Clouds,GR,BL
150.154,A1673,2019-06-11,2,Spruce,-53.98246,48.34985,46,06:48:00,64800,Morning 2,6,20 NW,Some Clouds,GR,BL
150.154,A1673,2019-06-11,3,Corner,-53.98381,48.35182,143,06:35:00,63500,Morning 2,6,20 NW,Some Clouds,IR,BL
150.154,A1673,2019-06-12,1,Knoll,-53.98013,48.34954,293,05:19:00,51900,Morning 1,6,20 S,Light Rain,GR,BL
150.154,A1673,2019-06-12,2,Spruce,-53.98246,48.34985,65,05:38:00,53800,Morning 1,6,20 S,Light Rain,GR,BL
150.154,A1673,2019-06-12,3,Corner,-53.98381,48.35182,140.5,05:21:00,52100,Morning 1,6,20 S,Light Rain,IR,BL
150.154,A1673,2019-06-13,1,Knoll,-53.98013,48.34954,279,05:22:00,52200,Morning 1,7,30 SW,Cloudy,GR,BL
150.154,A1673,2019-06-13,2,Rock,-53.98146,48.34948,305,05:54:00,55400,Morning 1,7,30 SW,Cloudy,GR,BL
150.154,A1673,2019-06-13,3,Squirrel,-53.9848,48.35209,142,05:55:00,55500,Morning 1,7,30 SW,Cloudy,IR,BL
150.154,A1673,2019-06-16,1,Knoll,-53.98013,48.34954,287.5,13:16:00,131600,Afternoon 1,14,15 SE,Some Clouds,GR,BL
150.154,A1673,2019-06-16,2,Spruce,-53.98246,48.34985,16,13:33:00,133300,Afternoon 1,14,15 SE,Some Clouds,GR,BL
150.154,A1673,2019-06-16,3,Corner,-53.98381,48.35182,151,13:17:00,131700,Afternoon 1,14,15 SE,Some Clouds,IR,BL
150.154,A1673,2019-06-17,1,Knoll,-53.98013,48.34954,294,05:56:00,55600,Morning 2,7,5 VR,Cloudy,GR,BL
150.154,A1673,2019-06-17,2,Spruce,-53.98246,48.34985,23.5,06:08:00,60800,Morning 2,7,5 VR,Cloudy,GR,BL
150.154,A1673,2019-06-17,3,Middle,-53.98392,48.35111,133.5,06:06:00,60600,Morning 2,7,5 VR,Cloudy,IR,BL
150.154,A1673,2019-06-18,1,Knoll,-53.98013,48.34954,241,19:36:00,193600,Evening 1,10,20 NW,Cloudy,GR,BL
150.154,A1673,2019-06-18,2,Spruce,-53.98246,48.34985,181,19:48:00,194800,Evening 1,10,20 NW,Cloudy,GR,BL
150.154,A1673,2019-06-18,3,Corner,-53.98381,48.35182,160,19:35:00,193500,Evening 1,10,20 NW,Cloudy,IR,BL
150.154,A1673,2019-06-20,1,Knoll,-53.98013,48.34954,298,10:34:00,103400,Morning 1,11,10 W,Sunny,GR,BL
150.154,A1673,2019-06-20,2,Spruce,-53.98246,48.34985,76.5,10:48:00,104800,Morning 1,11,10 W,Sunny,GR,BL
150.154,A1673,2019-06-20,3,Corner,-53.98381,48.35182,145,10:34:00,103400,Morning 1,11,10 W,Sunny,IR,BL
150.154,A1673,2019-06-21,1,Spruce,-53.98246,48.34985,89,05:43:00,54300,Morning 1,10,10 SE,Cloudy,GR,BL
150.154,A1673,2019-06-21,2,Corner,-53.98381,48.35182,133.5,05:20:00,52000,Morning 1,10,10 SE,Cloudy,IR,BL
150.154,A1673,2019-06-21,3,Squirrel,-53.9848,48.35209,128.5,05:36:00,53600,Morning 1,10,10 SE,Cloudy,IR,BL
150.154,A1673,2019-06-25,1,Spruce,-53.98246,48.34985,71,05:31:00,53100,Morning 1,8,15 NW,Partly Cloudy,GR,BL
150.154,A1673,2019-06-25,2,Rock,-53.98146,48.34948,27,05:39:00,53900,Morning 1,8,15 NW,Partly Cloudy,GR,BL
150.154,A1673,2019-06-25,3,Corner,-53.98381,48.35182,137.5,05:16:00,51600,Morning 1,8,15 NW,Partly Cloudy,IR,BL
150.154,A1673,2019-06-26,1,Knoll,-53.98013,48.34954,284,19:45:00,194500,Evening 2,15,10 VR,Sunny,GR,BL
150.154,A1673,2019-06-26,2,Rock,-53.98146,48.34948,12,20:07:00,200700,Evening 2,15,10 VR,Sunny,GR,BL
150.154,A1673,2019-06-26,3,Squirrel,-53.9848,48.35209,132.5,19:55:00,195500,Evening 2,15,10 VR,Sunny,IR,BL
150.154,A1673,2019-07-10,1,Spruce,-53.98246,48.34985,32,06:28:00,62800,Morning 1,9,10 NW,Cloudy,GR,BL
150.154,A1673,2019-07-10,2,Corner,-53.98381,48.35182,146.5,06:27:00,62700,Morning 1,9,10 NW,Cloudy,IR,BL
150.154,A1673,2019-07-10,3,Middle,-53.98392,48.35111,131,06:42:00,64200,Morning 1,9,10 NW,Cloudy,IR,BL
150.154,A1673,2019-07-13,1,Knoll,-53.98013,48.34954,293,19:38:00,193800,Evening 4,17,13 SW,Cloudy,GR,BL
150.154,A1673,2019-07-13,2,Spruce,-53.98246,48.34985,75,19:44:00,194400,Evening 4,17,13 SW,Cloudy,GR,BL
150.154,A1673,2019-07-13,3,Corner,-53.98381,48.35182,155,19:35:00,193500,Evening 4,17,13 SW,Cloudy,IR,BL
150.154,A1673,2019-07-22,1,Spruce,-53.98246,48.34985,66,19:21:00,192100,Evening 2,19,13 NW,Partly Cloudy,GR,BL
150.154,A1673,2019-07-22,2,Rock,-53.98146,48.34948,332,19:30:00,193000,Evening 2,19,13 NW,Partly Cloudy,GR,BL
150.154,A1673,2019-07-22,3,Middle,-53.98392,48.35111,129,19:32:00,193200,Evening 2,19,13 NW,Partly Cloudy,IR,BL
150.154,A1673,2019-07-29,1,Knoll,-53.98013,48.34954,291,20:01:00,200100,Evening 3,22,16 SW,Clear,GR,BL
150.154,A1673,2019-07-29,2,Spruce,-53.98246,48.34985,53,20:18:00,201800,Evening 3,22,16 SW,Clear,GR,BL
150.154,A1673,2019-07-29,3,Rock,-53.98146,48.34948,342,20:22:00,202200,Evening 3,22,16 SW,Clear,GR,BL
150.154,A1673,2019-08-26,1,Corner,-53.98381,48.35182,127,18:53:00,185300,Evening 4,20,5 NE,Some clouds,IR,BL
150.154,A1673,2019-08-26,2,Middle,-53.98392,48.35111,92,19:02:00,190200,Evening 4,20,5 NE,Some clouds,IR,BL
150.154,A1673,2019-08-26,3,Flagging Tape,-53.98401,48.35032,58,19:13:00,191300,Evening 4,20,5 NE,Some clouds,IR,BL
150.154,A1673,2019-08-28,1,Corner,-53.98381,48.35182,138,11:31:00,113100,Morning 1,14,7 SE,Overcast,IR,BL
150.154,A1673,2019-08-28,2,Middle,-53.98392,48.35111,105,11:36:00,113600,Morning 1,14,7 SE,Overcast,IR,BL
150.154,A1673,2019-08-28,3,Spruce,-53.98246,48.34985,13,11:39:00,113900,Morning 1,14,7 SE,Overcast,GR,BL
150.154,A1673,2019-08-29,1,Squirrel,-53.9848,48.35209,141,19:36:00,193600,Evening 2,11,3 SE,Overcast,IR,BL
150.154,A1673,2019-08-29,2,Flagging Tape,-53.98401,48.35032,54.5,19:35:00,193500,Evening 2,11,3 SE,Overcast,GR,BL
150.154,A1673,2019-08-29,3,Rock,-53.98146,48.34948,313,19:50:00,195000,Evening 2,11,3 SE,Overcast,GR,BL
150.154,A1673,2019-08-30,1,Middle,-53.98392,48.35111,138,10:33:00,103300,Morning 2,13,13 SSW,Overcast,IR,BL
150.154,A1673,2019-08-30,2,Knoll,-53.98013,48.34954,275,10:32:00,103200,Morning 2,13,13 SSW,Overcast,GR,BL
150.154,A1673,2019-08-30,3,Rock,-53.98146,48.34948,294,10:50:00,105000,Morning 2,13,13 SSW,Overcast,GR,BL
150.154,A1673,2019-08-31,1,Top,-53.98657,48.35251,112,07:17:00,71700,Morning 2,16,9 SW,Clear,IR,BL
150.154,A1673,2019-08-31,2,Spruce,-53.98246,48.34985,44,07:12:00,71200,Morning 2,16,9 SW,Clear,GR,BL
150.154,A1673,2019-08-31,3,Rock,-53.98146,48.34948,16,07:22:00,72200,Morning 2,16,9 SW,Clear,GR,BL
150.154,A1673,2019-09-01,1,Spruce,-53.98246,48.34985,29,09:49:00,94900,Morning 4,17,16 W,Sunny,GR,BL
150.154,A1673,2019-09-01,2,Rock,-53.98146,48.34948,318,09:52:00,95200,Morning 4,17,16 W,Sunny,GR,BL
150.154,A1673,2019-09-01,3,Corner,-53.98381,48.35182,148.5,09:53:00,95300,Morning 4,17,16 W,Sunny,IR,BL
150.173,A1425,2019-05-11,1,Corner,-53.98381,48.35182,119,09:15:00,91500,Morning,1,5 VR,Very light snow,IR,BL
150.173,A1425,2019-05-11,2,New point,-53.98392,48.35098,63,11:37:00,113700,Morning,1,5 VR,Very light snow,IR,BL
150.173,A1425,2019-05-11,3,Flagging Tape,-53.98401,48.35032,48,12:25:00,122500,Morning,1,5 VR,Very light snow,IR,BL
150.173,A1425,2019-05-13,1,Corner,-53.98381,48.35182,207.5,10:46:00,104600,Morning 3,4,8 NNW,Mixed clouds,IR,BL
150.173,A1425,2019-05-13,2,Spruce,-53.98246,48.34985,317.5,10:55:00,105500,Morning 3,4,8 NNW,Mixed clouds,GR,BL
150.173,A1425,2019-05-13,3,New point,-53.98393,48.35112,244.5,11:25:00,112500,Morning 3,4,8 NNW,Mixed clouds,IR,BL
150.173,A1425,2019-05-14,1,Corner,-53.98381,48.35182,179.5,13:12:00,131200,Afternoon 1,12,6 NW,Sunny,IR,BL
150.173,A1425,2019-05-14,2,Spruce,-53.98246,48.34985,320,13:24:00,132400,Afternoon 1,12,6 NW,Sunny,GR,BL
150.173,A1425,2019-05-14,3,Flagging Tape,-53.98401,48.35032,23,13:47:00,134700,Afternoon 1,12,6 NW,Sunny,IR,BL
150.173,A1425,2019-05-15,1,Knoll,-53.98013,48.34954,328,14:31:00,143100,Afternoon 2,6,14 SE,Cloudy,GR,BL
150.173,A1425,2019-05-15,2,Spruce,-53.98246,48.34985,1,14:45:00,144500,Afternoon 2,6,14 SE,Cloudy,GR,BL
150.173,A1425,2019-05-15,3,Corner,-53.98381,48.35182,61,14:33:00,143300,Afternoon 2,6,14 SE,Cloudy,IR,BL
150.173,A1425,2019-05-16,1,Knoll,-53.98013,48.34954,6,14:55:00,145500,Afternoon 2,8,13 S,Cloudy,GR,BL
150.173,A1425,2019-05-16,2,Corner,-53.98381,48.35182,54.5,14:56:00,145600,Afternoon 2,8,13 S,Cloudy,IR,BL
150.173,A1425,2019-05-16,3,Spruce,-53.98246,48.34985,25.5,15:08:00,150800,Afternoon 2,8,13 S,Cloudy,GR,BL
150.173,A1425,2019-05-17,1,Knoll,-53.98013,48.34954,279,09:59:00,95900,Morning 2,5,14 SW,Cloudy,GR,BL
150.173,A1425,2019-05-17,2,Spruce,-53.98246,48.34985,274,10:18:00,101800,Morning 2,5,14 SW,Cloudy,GR,BL
150.173,A1425,2019-05-17,3,Corner,-53.98381,48.35182,182.5,09:59:00,95900,Morning 2,5,14 SW,Cloudy,IR,BL
150.173,A1425,2019-05-18,1,Corner,-53.98381,48.35182,200.5,09:45:00,94500,Morning 3,6,9 SW,Cloudy,IR,BL
150.173,A1425,2019-05-18,2,Spruce,-53.98246,48.34985,320.5,09:53:00,95300,Morning 3,6,9 SW,Cloudy,GR,BL
150.173,A1425,2019-05-18,3,Top,-53.98657,48.35251,126.5,10:03:00,100300,Morning 3,6,9 SW,Cloudy,IR,BL
150.173,A1425,2019-05-19,1,New point,-53.9848,48.35209,145.5,16:32:00,163200,Afternoon 2,4,11 NNW,Cloudy,IR,BL
150.173,A1425,2019-05-19,2,Spruce,-53.98246,48.34985,294,16:13:00,161300,Afternoon 2,4,11 NNW,Cloudy,GR,BL
150.173,A1425,2019-05-19,3,Rock,-53.98146,48.34948,300,16:24:00,162400,Afternoon 2,4,11 NNW,Cloudy,GR,BL
150.173,A1425,2019-05-20,1,Knoll,-53.98013,48.34954,330,05:32:00,53200,Morning 1,1,11 NW,Cloudy,GR,BL
150.173,A1425,2019-05-20,2,Corner,-53.98381,48.35182,345.5,05:31:00,53100,Morning 1,1,11 NW,Cloudy,IR,BL
150.173,A1425,2019-05-20,3,Rock,-53.98146,48.34948,336,06:05:00,60500,Morning 1,1,11 NW,Cloudy,GR,BL
150.173,A1425,2019-05-21,1,Corner,-53.98381,48.35182,252,19:14:00,191400,Evening 2,4,5 ENE,Cloudy,IR,BL
150.173,A1425,2019-05-21,2,Spruce,-53.98246,48.34985,301,19:27:00,192700,Evening 2,4,5 ENE,Cloudy,GR,BL
150.173,A1425,2019-05-21,3,Middle,-53.98392,48.35111,282,19:38:00,193800,Evening 2,4,5 ENE,Cloudy,IR,BL
150.173,A1425,2019-05-22,1,Knoll,-53.98013,48.34954,284,18:45:00,184500,Evening 1,1,17 NNW,Drizzling,GR,BL
150.173,A1425,2019-05-22,2,Corner,-53.98381,48.35182,181.5,18:45:00,184500,Evening 1,1,17 NNW,Drizzling,IR,BL
150.173,A1425,2019-05-22,3,Spruce,-53.98246,48.34985,291,19:00:00,190000,Evening 1,1,17 NNW,Drizzling,GR,BL
150.173,A1425,2019-05-23,1,Knoll,-53.98013,48.34954,303.5,08:55:00,85500,Morning 1,1,18 NW,Cloudy,GR,BL
150.173,A1425,2019-05-23,2,Spruce,-53.98246,48.34985,329,09:12:00,91200,Morning 1,1,18 NW,Cloudy,GR,BL
150.173,A1425,2019-05-23,3,Corner,-53.98381,48.35182,236,08:56:00,85600,Morning 1,1,18 NW,Cloudy,IR,BL
150.173,A1425,2019-05-24,1,Corner,-53.98381,48.35182,313.5,19:02:00,190200,Evening 1,10,12 NW,Sun & Clouds,IR,BL
150.173,A1425,2019-05-24,2,Rock,-53.98146,48.34948,323,19:25:00,192500,Evening 1,10,12 NW,Sun & Clouds,GR,BL
150.173,A1425,2019-05-24,3,Between trailer/knoll,-53.97815,48.34975,303,19:37:00,193700,Evening 1,10,12 NW,Sun & Clouds,GR,BL
150.173,A1425,2019-05-25,1,Middle,-53.98392,48.35111,92,07:27:00,72700,Morning 4,4,10 NW,Clear,IR,BL
150.173,A1425,2019-05-25,2,Knoll,-53.98013,48.34954,320.5,07:20:00,72000,Morning 4,4,10 NW,Clear,GR,BL
150.173,A1425,2019-05-25,3,Rock,-53.98146,48.34948,340,07:33:00,73300,Morning 4,4,10 NW,Clear,GR,BL
150.173,A1425,2019-05-27,1,Rock,-53.98146,48.34948,312,16:36:00,163600,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.173,A1425,2019-05-27,2,Middle,-53.98392,48.35111,220,16:57:00,165700,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.173,A1425,2019-05-27,3,Squirrel,-53.9848,48.35209,151,17:11:00,171100,Afternoon 1,7,8 ENE,Cloudy,GR,BL
150.173,A1425,2019-05-28,1,Corner,-53.98013,48.34954,212.5,10:17:00,101700,Morning 2,4,2 NE,Cloudy,GR,BL
150.173,A1425,2019-05-28,2,Middle,-53.98392,48.35111,240.5,10:24:00,102400,Morning 2,4,2 NE,Cloudy,GR,BL
150.173,A1425,2019-05-28,3,Spruce,-53.98246,48.34985,315.5,10:34:00,103400,Morning 2,4,2 NE,Cloudy,GR,BL
150.173,A1425,2019-06-12,1,Spruce,-53.98246,48.34985,337,06:35:00,63500,Morning 2,8,20 S,Overcast,GR,BL
150.173,A1425,2019-06-12,2,Rock,-53.98146,48.34948,326.5,06:48:00,64800,Morning 2,8,20 S,Overcast,GR,BL
150.173,A1425,2019-06-12,3,Middle,-53.98392,48.35111,29.5,06:47:00,64700,Morning 2,8,20 S,Overcast,IR,BL
150.173,A1425,2019-06-13,1,Spruce,-53.98246,48.34985,330.5,19:20:00,192000,Evening 1,8,20 NW,Cloudy,GR,BL
150.173,A1425,2019-06-13,2,Middle,-53.98392,48.35111,356.5,19:16:00,191600,Evening 1,8,20 NW,Cloudy,IR,BL
150.173,A1425,2019-06-13,3,Squirrel,-53.9848,48.35209,84,19:36:00,193600,Evening 1,8,20 NW,Cloudy,IR,BL
150.173,A1425,2019-06-19,1,Knoll,-53.98013,48.34954,319,05:21:00,52100,Morning 1,6,10 W,Cloudy,GR,BL
150.173,A1425,2019-06-19,2,Spruce,-53.98246,48.34985,346.5,05:40:00,54000,Morning 1,6,10 W,Cloudy,GR,BL
150.173,A1425,2019-06-19,3,Corner,-53.98381,48.35182,71.5,05:21:00,52100,Morning 1,6,10 W,Cloudy,IR,BL
150.173,A1425,2019-06-20,1,Knoll,-53.98013,48.34954,300.5,10:39:00,103900,Morning 1,11,10 W,Sunny,GR,BL
150.173,A1425,2019-06-20,2,Spruce,-53.98246,48.34985,313,10:51:00,105100,Morning 1,11,10 W,Sunny,GR,BL
150.173,A1425,2019-06-20,3,Corner,-53.98381,48.35182,189,10:40:00,104000,Morning 1,11,10 W,Sunny,IR,BL
150.173,A1425,2019-06-21,1,Knoll,-53.98013,48.34954,348,17:56:00,175600,Evening 1,13,20 SE,Drizzling,GR,BL
150.173,A1425,2019-06-21,2,Spruce,-53.98246,48.34985,16,18:15:00,181500,Evening 1,13,20 SE,Drizzling,GR,BL
150.173,A1425,2019-06-21,3,Corner,-53.98381,48.35182,46,18:04:00,180400,Evening 1,13,20 SE,Drizzling,IR,BL
150.173,A1425,2019-06-22,1,Corner,-53.98381,48.35182,202.5,18:21:00,182100,Evening 1,14,20 SE,Drizzling,IR,BL
150.173,A1425,2019-06-22,2,Squirrel,-53.9848,48.35209,128,18:31:00,183100,Evening 1,14,20 SE,Drizzling,IR,BL
150.173,A1425,2019-06-22,3,Middle,-53.98392,48.35111,356.5,18:41:00,184100,Evening 1,14,20 SE,Drizzling,IR,BL
150.173,A1425,2019-06-24,1,Knoll,-53.98013,48.34954,299,19:26:00,192600,Evening 2,11,20 SW,Partly Cloudy,GR,BL
150.173,A1425,2019-06-24,2,Spruce,-53.98246,48.34985,323.5,19:31:00,193100,Evening 2,11,20 SW,Partly Cloudy,GR,BL
150.173,A1425,2019-06-24,3,Top,-53.98657,48.35251,131,19:25:00,192500,Evening 2,11,20 SW,Partly Cloudy,IR,BL
150.173,A1425,2019-06-25,1,Spruce,-53.98246,48.34985,1,06:03:00,60300,Morning 2,7,15 NW,Mostly Cloudy,GR,BL
150.173,A1425,2019-06-25,2,Rock,-53.98146,48.34948,348,06:15:00,61500,Morning 2,7,15 NW,Mostly Cloudy,GR,BL
150.173,A1425,2019-06-25,3,Middle,-53.98392,48.35111,44.5,06:16:00,61600,Morning 2,7,15 NW,Mostly Cloudy,IR,BL
150.173,A1425,2019-06-26,1,Knoll,-53.98013,48.34954,319.5,05:12:00,51200,Morning 1,8,10 VR,Cloudy,GR,BL
150.173,A1425,2019-06-26,2,Spruce,-53.98246,48.34985,346,05:34:00,53400,Morning 1,8,10 VR,Cloudy,GR,BL
150.173,A1425,2019-06-26,3,Middle,-53.98392,48.35111,50,05:34:00,53400,Morning 1,8,10 VR,Cloudy,IR,BL
150.173,A1425,2019-07-09,1,Knoll,-53.98013,48.34954,297,18:08:00,180800,Evening 2,17,10 W,Partly Cloudy,GR,BL
150.173,A1425,2019-07-09,2,Corner,-53.98381,48.35182,261,18:06:00,180600,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.173,A1425,2019-07-09,3,Middle,-53.98392,48.35111,274,18:17:00,181700,Evening 2,17,10 W,Partly Cloudy,IR,BL
150.173,A1425,2019-07-13,1,Knoll,-53.98013,48.34954,298,18:06:00,180600,Evening 1,18,14 SSW,Cloudy,GR,BL
150.173,A1425,2019-07-13,2,Spruce,-53.98246,48.34985,320,18:22:00,182200,Evening 1,18,14 SSW,Cloudy,GR,BL
150.173,A1425,2019-07-13,3,Corner,-53.98381,48.35182,202,18:18:00,181800,Evening 1,18,14 SSW,Cloudy,IR,BL
150.173,A1425,2019-07-22,1,Knoll,-53.98013,48.34954,298,20:04:00,200400,Evening 4,17,8 NW,Partly Cloudy,GR,BL
150.173,A1425,2019-07-22,2,Spruce,-53.98246,48.34985,315,20:14:00,201400,Evening 4,17,8 NW,Partly Cloudy,GR,BL
150.173,A1425,2019-07-22,3,Corner,-53.98381,48.35182,236,20:01:00,200100,Evening 4,17,8 NW,Partly Cloudy,IR,BL
150.173,A1425,2019-07-29,1,Rock,-53.98146,48.34948,313,20:25:00,202500,Evening 3,22,16 SW,Clear,GR,BL
150.173,A1425,2019-07-29,2,Flagging Tape,-53.98401,48.35032,356,20:13:00,201300,Evening 3,22,16 SW,Clear,IR,BL
150.173,A1425,2019-07-29,3,Middle,-53.98392,48.35111,211,20:27:00,202700,Evening 3,22,16 SW,Clear,IR,BL
150.173,A1425,2019-08-26,1,Flagging Tape,-53.98401,48.35032,326,19:09:00,190900,Evening 4,20,5 NE,Some clouds,IR,BL
